player_slug,player_name,season_name,competition_name,injury_reason,from_date,end_date,days_missed,games_missed
denis-petric,Denis Petric (28356),21/22,Ligue 1,Ill,2021-12-11,2022-01-01,22.0,2
denis-petric,Denis Petric (28356),20/21,Ligue 1,Virus,2020-08-10,2020-08-28,19.0,1
denis-petric,Denis Petric (28356),18/19,Ligue 1,Knock,2019-01-07,2019-01-24,18.0,5
denis-petric,Denis Petric (28356),17/18,Ligue 1,Dead leg,2017-10-25,2018-03-15,142.0,21
tomas-soucek,Tomáš Souček (283628),20/21,Premier League,Quarantine,2020-09-03,2020-09-08,6.0,4
tomas-soucek,Tomáš Souček (283628),19/20,Premier League,muscular problems,2020-02-25,2020-03-05,10.0,1
mattia-zaccagni,Mattia Zaccagni (283735),23/24,Serie A,Ankle injury,2024-04-02,2024-04-24,23.0,5
mattia-zaccagni,Mattia Zaccagni (283735),23/24,Serie A,Toe injury,2024-01-19,2024-02-25,38.0,7
mattia-zaccagni,Mattia Zaccagni (283735),23/24,Serie A,Hip injury,2023-11-25,2023-12-06,12.0,4
mattia-zaccagni,Mattia Zaccagni (283735),23/24,Serie A,Knee problems,2023-11-07,2023-11-22,16.0,4
mattia-zaccagni,Mattia Zaccagni (283735),23/24,Serie A,Ankle problems,2023-10-08,2023-10-18,11.0,3
mattia-zaccagni,Mattia Zaccagni (283735),22/23,Serie A,Fever,2023-02-22,2023-02-25,4.0,1
mattia-zaccagni,Mattia Zaccagni (283735),22/23,Serie A,Calf injury,2022-11-08,2022-12-02,25.0,4
mattia-zaccagni,Mattia Zaccagni (283735),22/23,Serie A,Hamstring injury,2022-09-14,2022-09-16,3.0,1
mattia-zaccagni,Mattia Zaccagni (283735),21/22,Serie A,Knee problems,2022-06-03,2022-06-23,21.0,4
mattia-zaccagni,Mattia Zaccagni (283735),21/22,Serie A,Ankle injury,2022-01-18,2022-01-21,4.0,1
mattia-zaccagni,Mattia Zaccagni (283735),21/22,Serie A,Quarantine,2021-12-30,2022-01-03,5.0,0
ailton,Aílton (283863),18/19,,unknown injury,2018-09-05,2018-11-08,65.0,8
ailton,Aílton (283863),17/18,Bundesliga,unknown injury,2018-02-19,2018-03-26,36.0,5
ailton,Aílton (283863),17/18,Bundesliga,Ankle problems,2018-01-03,2018-01-25,23.0,2
ailton,Aílton (283863),17/18,Bundesliga,Ligament tear,2017-09-29,2017-10-14,16.0,2
ailton,Aílton (283863),17/18,Bundesliga,muscular problems,2017-08-10,2017-08-14,5.0,1
edin-dzeko,Edin Džeko (28396),23/24,,Hamstring strain,2023-12-17,2023-12-22,6.0,1
edin-dzeko,Edin Džeko (28396),21/22,Serie A,Corona virus,2021-12-31,2022-01-08,9.0,0
edin-dzeko,Edin Džeko (28396),21/22,Serie A,Muscle fatigue,2021-11-07,2021-11-19,13.0,3
edin-dzeko,Edin Džeko (28396),20/21,Serie A,Adductor pain,2021-02-25,2021-03-10,14.0,4
edin-dzeko,Edin Džeko (28396),20/21,Serie A,bruise,2021-01-21,2021-01-28,8.0,1
edin-dzeko,Edin Džeko (28396),20/21,Serie A,Corona virus,2020-11-06,2020-11-23,18.0,5
edin-dzeko,Edin Džeko (28396),19/20,Serie A,Broken cheekbone,2019-10-06,2019-10-19,14.0,3
edin-dzeko,Edin Džeko (28396),18/19,Serie A,Muscle injury,2018-11-27,2018-12-21,25.0,5
ludovic-ajorque,Ludovic Ajorque (283994),23/24,Bundesliga,Torn muscle fiber,2023-08-28,2023-09-13,17.0,1
robin-hack,Robin Hack (284010),23/24,Bundesliga,Foot injury,2024-05-13,2024-07-22,71.0,1
robin-hack,Robin Hack (284010),23/24,Bundesliga,Foot bruise,2024-02-12,2024-02-14,3.0,0
robin-hack,Robin Hack (284010),23/24,Bundesliga,Ill,2023-12-06,2023-12-11,6.0,1
robin-hack,Robin Hack (284010),21/22,Bundesliga,unknown injury,2022-02-04,2022-02-10,7.0,1
robin-hack,Robin Hack (284010),21/22,Bundesliga,cold,2021-11-04,2021-11-08,5.0,1
robin-hack,Robin Hack (284010),21/22,Bundesliga,infection,2021-07-29,2021-08-09,12.0,2
robin-hack,Robin Hack (284010),20/21,,Torn lateral ankle ligament,2021-03-01,2021-04-19,50.0,5
robin-hack,Robin Hack (284010),20/21,,Ankle injury,2021-02-05,2021-02-26,22.0,3
robin-hack,Robin Hack (284010),19/20,,Ill,2019-12-05,2019-12-10,6.0,1
robin-hack,Robin Hack (284010),18/19,,Ill,2019-04-18,2019-05-20,33.0,5
meris-skenderovic,Meris Skenderovic (284047),23/24,,Hamstring injury,2023-08-04,2023-09-18,46.0,8
meris-skenderovic,Meris Skenderovic (284047),22/23,,unknown injury,2023-05-10,2023-05-21,12.0,2
meris-skenderovic,Meris Skenderovic (284047),22/23,,Ill,2022-09-08,2022-09-11,4.0,1
meris-skenderovic,Meris Skenderovic (284047),21/22,,Muscle injury,2021-10-20,2021-11-21,33.0,3
meris-skenderovic,Meris Skenderovic (284047),20/21,,Adductor pain,2021-03-26,2021-04-16,22.0,3
meris-skenderovic,Meris Skenderovic (284047),20/21,,bruise,2020-10-19,2020-10-23,5.0,1
meris-skenderovic,Meris Skenderovic (284047),17/18,,Muscle injury,2017-11-06,2017-11-24,19.0,2
chima-okoroji,Chima Okoroji (284035),22/23,,Metatarsal fracture,2022-09-29,2023-01-09,103.0,9
chima-okoroji,Chima Okoroji (284035),21/22,,concussion,2021-12-05,2021-12-09,5.0,0
chima-okoroji,Chima Okoroji (284035),20/21,,Outer ligament tear,2020-09-30,2020-11-07,39.0,4
chima-okoroji,Chima Okoroji (284035),18/19,Bundesliga,Torn muscle fiber,2019-04-28,2019-05-20,23.0,3
chima-okoroji,Chima Okoroji (284035),18/19,Bundesliga,Ill,2018-10-25,2018-10-29,5.0,1
tim-handwerker,Tim Handwerker (284177),23/24,,Cruciate ligament tear,2024-03-05,2024-06-30,118.0,12
tim-handwerker,Tim Handwerker (284177),22/23,,Back problems,2023-04-17,2023-04-20,4.0,0
tim-handwerker,Tim Handwerker (284177),22/23,,Cruciate ligament tear,2022-08-07,2023-03-30,236.0,24
tim-handwerker,Tim Handwerker (284177),17/18,Bundesliga,Metacarpal fracture,2018-01-29,2018-02-09,12.0,1
steven-bergwijn,Steven Bergwijn (284165),23/24,,Hamstring injury,2024-02-07,2024-03-15,38.0,9
steven-bergwijn,Steven Bergwijn (284165),23/24,,Knock,2024-01-26,2024-01-31,6.0,1
steven-bergwijn,Steven Bergwijn (284165),23/24,,Knock,2023-12-13,2024-01-13,32.0,3
steven-bergwijn,Steven Bergwijn (284165),23/24,,Knock,2023-11-13,2023-11-24,12.0,2
steven-bergwijn,Steven Bergwijn (284165),23/24,,Dental surgery,2023-09-22,2023-09-28,7.0,1
steven-bergwijn,Steven Bergwijn (284165),23/24,,Knee problems,2023-09-01,2023-09-15,15.0,3
steven-bergwijn,Steven Bergwijn (284165),22/23,,Knock,2023-02-11,2023-02-15,5.0,1
steven-bergwijn,Steven Bergwijn (284165),22/23,,Ill,2023-01-07,2023-01-13,7.0,2
steven-bergwijn,Steven Bergwijn (284165),21/22,Premier League,Calf injury,2021-12-27,2022-01-16,21.0,5
steven-bergwijn,Steven Bergwijn (284165),21/22,Premier League,Ankle injury,2021-09-16,2021-10-11,26.0,8
steven-bergwijn,Steven Bergwijn (284165),21/22,Premier League,Ankle injury,2021-09-07,2021-09-14,8.0,1
steven-bergwijn,Steven Bergwijn (284165),20/21,Premier League,unknown injury,2021-01-08,2021-01-15,8.0,2
steven-bergwijn,Steven Bergwijn (284165),20/21,Premier League,Knock,2020-11-22,2020-11-28,7.0,1
simon-rhein,Simon Rhein (284188),23/24,,muscular problems,2023-09-01,2023-10-27,57.0,6
simon-rhein,Simon Rhein (284188),22/23,,Muscle injury,2022-10-25,2022-11-10,17.0,3
simon-rhein,Simon Rhein (284188),22/23,,Inflammation of the sole of the foot,2022-08-27,2022-10-16,51.0,7
simon-rhein,Simon Rhein (284188),21/22,,Torn muscle fiber,2021-07-30,2021-08-11,13.0,2
simon-rhein,Simon Rhein (284188),20/21,,Thigh problems,2021-03-10,2021-03-17,8.0,1
simon-rhein,Simon Rhein (284188),19/20,,influenza,2020-06-26,2020-06-28,3.0,1
simon-rhein,Simon Rhein (284188),18/19,Bundesliga,Hamstring strain,2019-01-05,2019-01-18,14.0,0
paul-jaeckel,Paul Jaeckel (284248),21/22,Bundesliga,infection,2021-11-18,2021-11-23,6.0,1
paul-jaeckel,Paul Jaeckel (284248),20/21,,Hamstring injury,2021-02-02,2021-03-16,43.0,6
paul-jaeckel,Paul Jaeckel (284248),20/21,,Hamstring injury,2021-01-19,2021-01-25,7.0,1
paul-jaeckel,Paul Jaeckel (284248),17/18,Bundesliga,Ligament stretching,2018-04-21,2018-06-14,55.0,7
phillip-menzel,Phillip Menzel (284346),23/24,Bundesliga,Ill,2023-09-02,2023-09-04,3.0,1
phillip-menzel,Phillip Menzel (284346),21/22,Bundesliga,Corona virus,2022-02-16,2022-02-26,11.0,1
phillip-menzel,Phillip Menzel (284346),17/18,,Finger injury,2017-10-09,2017-10-13,5.0,0
aaron-escandell,Aarón Escandell (284430),20/21,LaLiga,Corona virus,2020-11-06,2020-11-20,15.0,1
tommaso-augello,Tommaso Augello (284595),23/24,Serie A,unknown injury,2023-12-23,2024-01-05,14.0,3
tommaso-augello,Tommaso Augello (284595),21/22,Serie A,Corona virus,2022-01-01,2022-01-08,8.0,1
piotr-branicki,Piotr Branicki (284600),18/19,,unknown injury,2018-10-04,2018-11-05,33.0,6
piotr-branicki,Piotr Branicki (284600),18/19,,unknown injury,2018-09-22,2018-09-29,8.0,2
piotr-branicki,Piotr Branicki (284600),17/18,,unknown injury,2017-11-20,2017-11-30,11.0,1
piotr-branicki,Piotr Branicki (284600),17/18,,Calf injury,2017-09-30,2017-10-07,8.0,1
nehuen-paz,Nehuén Paz (284724),21/22,,Torn muscle bundle,2022-04-19,2022-05-11,23.0,4
nehuen-paz,Nehuén Paz (284724),20/21,Serie A,unknown injury,2021-03-12,2021-03-25,14.0,2
nehuen-paz,Nehuén Paz (284724),18/19,Serie A,Knee injury,2018-08-21,2018-09-21,32.0,3
jonathan-calleri,Jonathan Calleri (284727),23/24,,Calf injury,2024-05-09,2024-05-28,20.0,4
jonathan-calleri,Jonathan Calleri (284727),23/24,,Injury to the ankle,2023-10-01,2023-12-31,92.0,13
jonathan-calleri,Jonathan Calleri (284727),22/23,,Back problems,2023-06-28,2023-07-06,9.0,3
jonathan-calleri,Jonathan Calleri (284727),22/23,,Ankle injury,2023-02-25,2023-04-07,42.0,4
jonathan-calleri,Jonathan Calleri (284727),20/21,LaLiga,Inner knee ligament tear,2020-10-19,2020-12-05,48.0,5
jonathan-calleri,Jonathan Calleri (284727),19/20,LaLiga,Hamstring injury,2019-10-21,2019-11-27,38.0,7
jonathan-calleri,Jonathan Calleri (284727),19/20,LaLiga,Muscle injury,2019-10-04,2019-10-18,15.0,1
jonathan-calleri,Jonathan Calleri (284727),18/19,LaLiga,Fitness,2018-08-22,2018-09-04,14.0,2
manuel-akanji,Manuel Akanji (284730),23/24,Premier League,unknown injury,2024-01-07,2024-01-31,25.0,4
manuel-akanji,Manuel Akanji (284730),21/22,Bundesliga,minor knock,2022-03-28,2022-03-31,4.0,1
manuel-akanji,Manuel Akanji (284730),21/22,Bundesliga,Torn muscle fiber,2022-02-18,2022-03-17,28.0,5
manuel-akanji,Manuel Akanji (284730),21/22,Bundesliga,Calf problems,2022-01-23,2022-02-01,10.0,0
manuel-akanji,Manuel Akanji (284730),21/22,Bundesliga,Knee surgery,2021-12-06,2022-01-10,36.0,5
manuel-akanji,Manuel Akanji (284730),20/21,Bundesliga,Torn muscle fiber,2021-02-19,2021-03-14,24.0,6
manuel-akanji,Manuel Akanji (284730),20/21,Bundesliga,Knee problems,2020-12-03,2020-12-09,7.0,2
manuel-akanji,Manuel Akanji (284730),20/21,Bundesliga,Corona virus,2020-10-07,2020-10-21,15.0,6
manuel-akanji,Manuel Akanji (284730),19/20,Bundesliga,muscular problems,2020-06-16,2020-06-30,15.0,3
manuel-akanji,Manuel Akanji (284730),18/19,Bundesliga,Hip injury,2019-01-01,2019-02-20,51.0,7
manuel-akanji,Manuel Akanji (284730),18/19,Bundesliga,Torn muscle fiber in the adductor area,2018-12-19,2018-12-31,13.0,1
manuel-akanji,Manuel Akanji (284730),18/19,Bundesliga,Capsular injury,2018-11-29,2018-12-05,7.0,1
torles-knoll,Törles Knöll (284737),21/22,,unknown injury,2022-02-07,2022-02-10,4.0,1
torles-knoll,Törles Knöll (284737),19/20,,Quarantine,2020-03-15,2020-03-29,15.0,0
torles-knoll,Törles Knöll (284737),19/20,,strain,2019-09-13,2019-09-23,11.0,2
torles-knoll,Törles Knöll (284737),18/19,Bundesliga,Ligament injury,2019-04-05,2019-04-25,21.0,3
ramy-bensebaini,Ramy Bensebaini (284732),23/24,Bundesliga,Fitness,2024-06-01,2024-06-30,30.0,3
ramy-bensebaini,Ramy Bensebaini (284732),23/24,Bundesliga,Inner ligament injury,2024-03-23,2024-05-31,70.0,13
ramy-bensebaini,Ramy Bensebaini (284732),23/24,Bundesliga,Hip problems,2024-01-25,2024-01-29,5.0,1
ramy-bensebaini,Ramy Bensebaini (284732),23/24,Bundesliga,Ill,2023-12-01,2023-12-04,4.0,1
ramy-bensebaini,Ramy Bensebaini (284732),22/23,Bundesliga,Hip flexor problems,2023-05-28,2023-06-05,9.0,0
ramy-bensebaini,Ramy Bensebaini (284732),22/23,Bundesliga,Hip injury,2023-04-24,2023-05-02,9.0,1
ramy-bensebaini,Ramy Bensebaini (284732),22/23,Bundesliga,Hamstring injury,2023-03-06,2023-03-13,8.0,1
ramy-bensebaini,Ramy Bensebaini (284732),22/23,Bundesliga,Ill,2023-02-10,2023-02-13,4.0,1
ramy-bensebaini,Ramy Bensebaini (284732),22/23,Bundesliga,Corona virus,2022-11-13,2022-11-17,5.0,1
ramy-bensebaini,Ramy Bensebaini (284732),22/23,Bundesliga,influenza,2022-08-22,2022-09-01,11.0,1
ramy-bensebaini,Ramy Bensebaini (284732),22/23,Bundesliga,Corona virus,2022-07-07,2022-07-18,12.0,0
ramy-bensebaini,Ramy Bensebaini (284732),21/22,Bundesliga,Thigh problems,2022-04-07,2022-04-14,8.0,1
ramy-bensebaini,Ramy Bensebaini (284732),21/22,Bundesliga,Groin injury,2021-09-06,2021-10-21,46.0,8
angelo-meneses,Ângelo Meneses (284741),23/24,,unknown injury,2024-03-04,2024-05-31,89.0,7
angelo-meneses,Ângelo Meneses (284741),23/24,,Knee injury,2023-10-30,2024-01-15,78.0,7
florian-muller,Florian Müller (284769),22/23,Bundesliga,flu,2023-05-13,2023-05-18,6.0,1
florian-muller,Florian Müller (284769),21/22,Bundesliga,Fitness,2021-10-26,2021-11-05,11.0,2
florian-muller,Florian Müller (284769),21/22,Bundesliga,Corona virus,2021-10-11,2021-10-25,15.0,2
florian-muller,Florian Müller (284769),18/19,Bundesliga,Inner ligament injury,2018-11-03,2019-01-01,60.0,10
florian-muller,Florian Müller (284769),18/19,Bundesliga,Knock,2018-10-06,2018-10-07,2.0,1
florian-muller,Florian Müller (284769),18/19,Bundesliga,Ankle problems,2018-09-02,2018-09-14,13.0,2
florian-muller,Florian Müller (284769),17/18,Bundesliga,Shoulder injury,2017-09-28,2017-10-04,7.0,1
carles-alena,Carles Aleñá (284854),23/24,LaLiga,Hamstring injury,2024-04-01,2024-04-29,29.0,3
carles-alena,Carles Aleñá (284854),17/18,LaLiga,Torn muscle bundle,2018-06-03,2018-09-08,98.0,3
marc-cucurella,Marc Cucurella (284857),23/24,Premier League,Ankle surgery,2023-12-15,2024-03-01,78.0,17
marc-cucurella,Marc Cucurella (284857),22/23,Premier League,Muscle injury,2023-04-25,2023-06-02,39.0,7
marc-cucurella,Marc Cucurella (284857),17/18,,Hamstring injury,2017-08-15,2017-08-27,13.0,1
fran-navarro,Fran Navarro (284883),21/22,,unknown injury,2021-08-18,2021-08-20,3.0,0
oscar-rodriguez,Óscar Rodríguez (284884),20/21,LaLiga,Muscle injury,2021-01-18,2021-02-08,22.0,6
oscar-rodriguez,Óscar Rodríguez (284884),19/20,LaLiga,Muscle injury,2020-06-23,2020-07-18,26.0,6
oscar-rodriguez,Óscar Rodríguez (284884),19/20,LaLiga,Muscle injury,2019-10-06,2019-10-16,11.0,4
federico-ricca,Federico Ricca (285322),23/24,,Head injury,2024-04-21,2024-04-30,10.0,2
federico-ricca,Federico Ricca (285322),23/24,,Partial muscle tear,2023-09-17,2023-12-27,102.0,16
federico-ricca,Federico Ricca (285322),20/21,,Achilles tendon problems,2021-04-10,2021-06-01,53.0,8
federico-ricca,Federico Ricca (285322),20/21,,unknown injury,2020-10-29,2020-11-29,32.0,6
federico-ricca,Federico Ricca (285322),19/20,,muscular problems,2019-10-01,2019-10-23,23.0,4
federico-ricca,Federico Ricca (285322),19/20,,Knock,2019-09-19,2019-09-26,8.0,2
federico-ricca,Federico Ricca (285322),18/19,,Ankle injury,2019-04-28,2019-05-22,25.0,3
federico-ricca,Federico Ricca (285322),17/18,LaLiga,Shoulder injury,2018-04-16,2018-07-18,94.0,6
federico-ricca,Federico Ricca (285322),17/18,LaLiga,Calf injury,2018-03-14,2018-04-04,22.0,2
federico-ricca,Federico Ricca (285322),17/18,LaLiga,Muscle injury,2018-02-11,2018-03-01,19.0,3
federico-ricca,Federico Ricca (285322),17/18,LaLiga,Shoulder injury,2017-10-01,2017-12-19,80.0,11
federico-ricca,Federico Ricca (285322),17/18,LaLiga,Shoulder injury,2017-06-18,2017-09-01,76.0,2
baptiste-santamaria,Baptiste Santamaria (285323),22/23,Ligue 1,Injury to the ankle,2022-09-12,2023-01-12,123.0,17
baptiste-santamaria,Baptiste Santamaria (285323),20/21,Bundesliga,Capsular injury,2021-01-18,2021-01-28,11.0,2
baptiste-santamaria,Baptiste Santamaria (285323),20/21,Ligue 1,Capsular injury,2021-01-18,2021-01-28,11.0,2
baptiste-santamaria,Baptiste Santamaria (285323),17/18,Ligue 1,Injury to the ankle,2017-11-30,2018-01-05,37.0,5
fabian-balbuena,Fabián Balbuena (285548),20/21,Premier League,Calf injury,2021-02-10,2021-02-16,7.0,1
fabian-balbuena,Fabián Balbuena (285548),20/21,Premier League,Virus,2021-01-02,2021-01-18,17.0,2
fabian-balbuena,Fabián Balbuena (285548),20/21,Premier League,Groin strain,2020-12-18,2020-12-21,4.0,1
fabian-balbuena,Fabián Balbuena (285548),18/19,Premier League,Knee surgery,2018-12-22,2019-03-02,71.0,14
fabian-balbuena,Fabián Balbuena (285548),18/19,Premier League,Knock,2018-12-02,2018-12-03,2.0,0
roger-martinez,Roger Martínez (285771),23/24,,Fever,2024-03-15,2024-03-18,4.0,1
roger-martinez,Roger Martínez (285771),23/24,,ankle sprain,2024-02-02,2024-02-20,19.0,4
roger-martinez,Roger Martínez (285771),23/24,,Hamstring injury,2023-11-12,2023-12-04,23.0,3
roger-martinez,Roger Martínez (285771),23/24,,Torn muscle bundle,2023-08-11,2023-08-29,19.0,4
roger-martinez,Roger Martínez (285771),22/23,,Hamstring injury,2023-03-29,2023-04-12,15.0,2
roger-martinez,Roger Martínez (285771),22/23,,Knee injury,2022-07-03,2022-08-31,60.0,12
roger-martinez,Roger Martínez (285771),18/19,,Knee injury,2018-09-14,2018-09-25,12.0,2
eldin-jakupovic,Eldin Jakupović (2857),22/23,Premier League,Leg injury,2023-04-13,2023-05-08,26.0,5
lorenzo-simonetti,Lorenzo Simonetti (285796),23/24,,unknown injury,2023-10-02,2023-11-25,55.0,9
lorenzo-simonetti,Lorenzo Simonetti (285796),22/23,,Rest,2022-12-06,2022-12-08,3.0,1
lorenzo-simonetti,Lorenzo Simonetti (285796),22/23,,Rest,2022-11-15,2022-11-17,3.0,1
lorenzo-simonetti,Lorenzo Simonetti (285796),22/23,,Rest,2022-11-01,2022-11-03,3.0,1
lorenzo-simonetti,Lorenzo Simonetti (285796),18/19,,unknown injury,2019-02-01,2019-02-05,5.0,1
lorenzo-simonetti,Lorenzo Simonetti (285796),17/18,,unknown injury,2018-04-30,2018-05-08,9.0,1
ainsley-maitland-niles,Ainsley Maitland-Niles (285845),22/23,Premier League,unknown injury,2023-03-06,2023-03-16,11.0,2
ainsley-maitland-niles,Ainsley Maitland-Niles (285845),18/19,Premier League,Ill,2019-02-15,2019-03-01,15.0,3
ainsley-maitland-niles,Ainsley Maitland-Niles (285845),18/19,Premier League,Knee injury,2019-01-26,2019-02-08,14.0,2
ainsley-maitland-niles,Ainsley Maitland-Niles (285845),18/19,Premier League,Hairline fracture in the fibula,2018-08-16,2018-10-25,71.0,16
nathan-de-medina,Nathan de Medina (285951),23/24,,Facial injury,2024-02-05,2024-02-09,5.0,0
nathan-de-medina,Nathan de Medina (285951),22/23,,Knee injury,2023-05-01,2023-06-25,56.0,4
nathan-de-medina,Nathan de Medina (285951),22/23,,Metacarpal fracture,2022-11-07,2022-12-05,29.0,2
nathan-de-medina,Nathan de Medina (285951),22/23,,Ankle injury,2022-10-18,2022-11-04,18.0,3
nathan-de-medina,Nathan de Medina (285951),21/22,Bundesliga,Ill,2022-01-06,2022-01-18,13.0,2
nathan-de-medina,Nathan de Medina (285951),20/21,Bundesliga,Outer ligament problems,2020-09-20,2020-10-13,24.0,2
nathan-de-medina,Nathan de Medina (285951),19/20,,Ankle injury,2019-01-25,2019-03-18,53.0,8
julien-ngoy,Julien Ngoy (286005),23/24,,Fitness,2024-03-24,2024-04-04,12.0,1
julien-ngoy,Julien Ngoy (286005),23/24,,unknown injury,2024-02-09,2024-03-24,45.0,6
julien-ngoy,Julien Ngoy (286005),23/24,,unknown injury,2024-01-04,2024-01-17,14.0,4
julien-ngoy,Julien Ngoy (286005),22/23,,Muscle injury,2022-12-15,2023-01-19,36.0,6
julien-ngoy,Julien Ngoy (286005),22/23,,Muscle injury,2022-08-11,2022-08-25,15.0,2
julien-ngoy,Julien Ngoy (286005),21/22,,Syndesmotic ligament tear,2021-09-02,2021-11-01,61.0,8
julien-ngoy,Julien Ngoy (286005),18/19,,concussion,2019-01-21,2019-02-08,19.0,1
julien-ngoy,Julien Ngoy (286005),18/19,,Ill,2018-10-25,2018-11-02,9.0,1
julien-ngoy,Julien Ngoy (286005),17/18,Premier League,Hamstring strain,2017-08-10,2017-09-25,47.0,8
guglielmo-vicario,Guglielmo Vicario (286047),23/24,Premier League,Fever,2023-11-15,2023-11-19,5.0,1
guglielmo-vicario,Guglielmo Vicario (286047),22/23,Serie A,Chest injury,2023-03-03,2023-04-29,58.0,9
guglielmo-vicario,Guglielmo Vicario (286047),18/19,,Finger injury,2018-07-23,2018-08-31,40.0,2
davide-riccardi,Davide Riccardi (286259),22/23,,Calf problems,2023-04-21,2023-05-21,31.0,1
davide-riccardi,Davide Riccardi (286259),22/23,,Muscle fatigue,2023-04-21,2023-04-22,2.0,0
davide-riccardi,Davide Riccardi (286259),17/18,,Cruciate ligament tear,2018-02-21,2018-11-25,278.0,28
lorenzo-pellegrini,Lorenzo Pellegrini (286297),23/24,Serie A,Hamstring injury,2023-10-05,2023-11-10,37.0,9
lorenzo-pellegrini,Lorenzo Pellegrini (286297),23/24,Serie A,Adductor pain,2023-09-08,2023-09-23,16.0,4
lorenzo-pellegrini,Lorenzo Pellegrini (286297),22/23,Serie A,Ankle problems,2023-05-22,2023-05-28,7.0,2
lorenzo-pellegrini,Lorenzo Pellegrini (286297),22/23,Serie A,Crack bruise,2023-03-09,2023-03-14,6.0,2
lorenzo-pellegrini,Lorenzo Pellegrini (286297),22/23,Serie A,Muscle fatigue,2023-02-16,2023-02-19,4.0,2
lorenzo-pellegrini,Lorenzo Pellegrini (286297),22/23,Serie A,Shin bruise,2022-12-19,2022-12-22,4.0,0
lorenzo-pellegrini,Lorenzo Pellegrini (286297),22/23,Serie A,Hamstring muscle injury,2022-11-06,2022-11-13,8.0,3
lorenzo-pellegrini,Lorenzo Pellegrini (286297),22/23,Serie A,Muscle fatigue,2022-10-01,2022-10-08,8.0,2
lorenzo-pellegrini,Lorenzo Pellegrini (286297),22/23,Serie A,muscular problems,2022-09-18,2022-09-30,13.0,3
lorenzo-pellegrini,Lorenzo Pellegrini (286297),21/22,Serie A,unknown injury,2022-01-16,2022-02-04,20.0,3
lorenzo-pellegrini,Lorenzo Pellegrini (286297),21/22,Serie A,Hamstring injury,2021-11-28,2022-01-03,37.0,7
lorenzo-pellegrini,Lorenzo Pellegrini (286297),21/22,Serie A,Inflammation in the knee,2021-11-08,2021-11-18,11.0,2
eric-bailly,Eric Bailly (286384),23/24,LaLiga,Muscle injury,2024-02-03,2024-02-16,14.0,3
eric-bailly,Eric Bailly (286384),23/24,LaLiga,Hamstring strain,2023-11-22,2023-12-06,15.0,3
eric-bailly,Eric Bailly (286384),23/24,LaLiga,Neck injury,2023-11-09,2023-11-17,9.0,2
eric-bailly,Eric Bailly (286384),23/24,LaLiga,Shoulder injury,2023-10-08,2023-10-29,22.0,3
eric-bailly,Eric Bailly (286384),23/24,LaLiga,Hamstring strain,2023-10-08,2023-10-29,22.0,3
eric-bailly,Eric Bailly (286384),22/23,Ligue 1,Dead leg,2022-10-21,2022-12-22,63.0,8
eric-bailly,Eric Bailly (286384),22/23,Ligue 1,Thigh problems,2022-09-14,2022-09-29,16.0,3
eric-bailly,Eric Bailly (286384),21/22,Premier League,Ankle injury,2022-02-03,2022-02-16,14.0,4
eric-bailly,Eric Bailly (286384),20/21,Premier League,Corona virus,2021-03-31,2021-04-20,21.0,5
eric-bailly,Eric Bailly (286384),20/21,Premier League,Knock,2021-03-17,2021-03-25,9.0,2
eric-bailly,Eric Bailly (286384),20/21,Premier League,Knock,2021-02-03,2021-02-13,11.0,2
eric-bailly,Eric Bailly (286384),20/21,Premier League,Knock,2021-01-21,2021-01-29,9.0,2
eric-bailly,Eric Bailly (286384),20/21,Premier League,Muscle injury,2020-10-18,2020-12-01,45.0,11
eric-bailly,Eric Bailly (286384),19/20,Premier League,Neck injury,2020-07-20,2020-07-25,6.0,1
pau-lopez,Pau López (286415),23/24,Ligue 1,Calf problems,2024-02-17,2024-02-20,4.0,1
pau-lopez,Pau López (286415),23/24,Ligue 1,Dead leg,2023-10-22,2023-10-30,9.0,1
pau-lopez,Pau López (286415),22/23,Ligue 1,muscular problems,2023-01-21,2023-01-29,9.0,1
pau-lopez,Pau López (286415),22/23,Ligue 1,Muscle injury,2022-07-27,2022-08-19,24.0,2
pau-lopez,Pau López (286415),20/21,Serie A,Shoulder injury,2021-04-29,2021-08-27,121.0,9
pau-lopez,Pau López (286415),19/20,Serie A,Wrist fracture,2020-05-13,2020-07-04,53.0,3
pau-lopez,Pau López (286415),19/20,Serie A,muscular problems,2019-12-05,2019-12-09,5.0,1
stephan-lichtsteiner,Stephan Lichtsteiner (2865),19/20,Bundesliga,Knee injury,2020-02-16,2020-02-28,13.0,1
stephan-lichtsteiner,Stephan Lichtsteiner (2865),18/19,Premier League,Back injury,2019-02-25,2019-03-09,13.0,3
stephan-lichtsteiner,Stephan Lichtsteiner (2865),18/19,Premier League,Hamstring injury,2018-11-09,2018-11-28,20.0,7
stephan-lichtsteiner,Stephan Lichtsteiner (2865),17/18,Serie A,muscular problems,2018-02-12,2018-02-17,6.0,1
stephan-lichtsteiner,Stephan Lichtsteiner (2865),17/18,Serie A,muscular problems,2017-11-30,2017-12-18,19.0,4
emir-karic,Emir Karic (286596),22/23,,Ill,2023-05-26,2023-05-31,6.0,1
emir-karic,Emir Karic (286596),22/23,,Appendectomy,2022-08-14,2022-09-07,25.0,3
emir-karic,Emir Karic (286596),21/22,,Corona virus,2022-01-18,2022-02-06,20.0,2
