player_slug,player_name,season_name,competition_name,injury_reason,from_date,end_date,days_missed,games_missed
lucas-galvao,Lucas Galvão (104540),18/19,,Ankle surgery,2018-12-10,2019-03-03,84.0,8
lucas-galvao,Lucas Galvão (104540),17/18,Bundesliga,Pelvic injury,2017-05-07,2017-05-29,23.0,5
bruno-soares,Bruno Soares (104545),23/24,,Knee surgery,2023-12-27,2024-01-21,26.0,0
bruno-soares,Bruno Soares (104545),22/23,,Torn muscle fiber,2023-03-25,2023-04-04,11.0,2
bram-nuytinck,Bram Nuytinck (104597),23/24,,Groin injury,2024-02-28,2024-03-06,8.0,1
bram-nuytinck,Bram Nuytinck (104597),23/24,,Groin injury,2024-02-13,2024-02-19,7.0,1
bram-nuytinck,Bram Nuytinck (104597),23/24,,Ill,2023-10-28,2023-11-03,7.0,1
bram-nuytinck,Bram Nuytinck (104597),23/24,,Knee injury,2023-09-02,2023-09-20,19.0,1
bram-nuytinck,Bram Nuytinck (104597),22/23,Serie A,unknown injury,2023-04-22,2023-05-02,11.0,2
bram-nuytinck,Bram Nuytinck (104597),22/23,Serie A,Knee problems,2022-11-08,2022-12-12,35.0,2
bram-nuytinck,Bram Nuytinck (104597),21/22,Serie A,unknown injury,2022-03-19,2022-04-01,14.0,1
bram-nuytinck,Bram Nuytinck (104597),21/22,Serie A,unknown injury,2022-02-12,2022-03-11,28.0,4
bram-nuytinck,Bram Nuytinck (104597),20/21,Serie A,bruise,2021-05-11,2021-05-23,13.0,3
bram-nuytinck,Bram Nuytinck (104597),20/21,Serie A,unknown injury,2021-04-15,2021-04-16,2.0,0
bram-nuytinck,Bram Nuytinck (104597),20/21,Serie A,unknown injury,2021-04-03,2021-04-10,8.0,2
bram-nuytinck,Bram Nuytinck (104597),20/21,Serie A,Calf injury,2020-12-12,2021-01-19,39.0,8
bram-nuytinck,Bram Nuytinck (104597),20/21,Serie A,muscular problems,2020-10-17,2020-10-31,15.0,3
yoram-zague,Yoram Zague (1047097),22/23,,Broken ankle,2023-04-08,2023-07-17,101.0,18
luiz-gustavo,Luiz Gustavo (10471),23/24,,Achilles tendon problems,2024-02-24,2024-04-29,66.0,11
luiz-gustavo,Luiz Gustavo (10471),21/22,,Fitness,2022-03-07,2022-03-14,8.0,1
luiz-gustavo,Luiz Gustavo (10471),21/22,,Tendon rupture,2022-01-28,2022-03-07,39.0,8
luiz-gustavo,Luiz Gustavo (10471),21/22,,Tendonitis,2021-12-25,2022-01-11,18.0,3
luiz-gustavo,Luiz Gustavo (10471),21/22,,Hamstring injury,2021-10-30,2021-11-26,28.0,5
luiz-gustavo,Luiz Gustavo (10471),20/21,,Edema in the knee,2021-02-02,2021-03-05,32.0,7
luiz-gustavo,Luiz Gustavo (10471),20/21,,Corona virus,2020-12-24,2021-01-02,10.0,0
luiz-gustavo,Luiz Gustavo (10471),19/20,Ligue 1,unknown injury,2020-07-18,2020-07-26,9.0,2
luiz-gustavo,Luiz Gustavo (10471),18/19,Ligue 1,Ill,2019-02-04,2019-02-15,12.0,2
luiz-gustavo,Luiz Gustavo (10471),18/19,Ligue 1,Bruised knee,2019-01-19,2019-01-24,6.0,1
konstantinos-manolas,Konstantinos Manolas (104752),23/24,Serie A,Muscle fatigue,2024-05-24,2024-05-31,8.0,1
konstantinos-manolas,Konstantinos Manolas (104752),23/24,Serie A,unknown injury,2024-05-10,2024-05-13,4.0,1
konstantinos-manolas,Konstantinos Manolas (104752),23/24,Serie A,unknown injury,2024-04-20,2024-04-25,6.0,1
konstantinos-manolas,Konstantinos Manolas (104752),23/24,Serie A,muscular problems,2024-04-05,2024-04-11,7.0,1
konstantinos-manolas,Konstantinos Manolas (104752),23/24,Serie A,unknown injury,2024-03-02,2024-03-09,8.0,2
konstantinos-manolas,Konstantinos Manolas (104752),22/23,,unknown injury,2022-08-03,2022-08-10,8.0,1
konstantinos-manolas,Konstantinos Manolas (104752),21/22,Serie A,Hip injury,2022-04-26,2022-05-12,17.0,5
konstantinos-manolas,Konstantinos Manolas (104752),21/22,Serie A,Ankle injury,2022-01-23,2022-01-26,4.0,1
konstantinos-manolas,Konstantinos Manolas (104752),21/22,Serie A,Stomach flu,2021-11-30,2021-12-05,6.0,2
konstantinos-manolas,Konstantinos Manolas (104752),21/22,Serie A,Fitness,2021-11-17,2021-11-22,6.0,1
konstantinos-manolas,Konstantinos Manolas (104752),21/22,Serie A,Strain in the thigh and gluteal muscles,2021-10-21,2021-11-16,27.0,6
konstantinos-manolas,Konstantinos Manolas (104752),21/22,Serie A,Ankle sprain,2021-10-15,2021-10-19,5.0,1
konstantinos-manolas,Konstantinos Manolas (104752),20/21,Serie A,Fitness,2021-03-13,2021-03-15,3.0,1
konstantinos-manolas,Konstantinos Manolas (104752),20/21,Serie A,Ankle sprain,2021-02-07,2021-03-02,24.0,6
konstantinos-manolas,Konstantinos Manolas (104752),20/21,Serie A,Muscle strain,2021-01-10,2021-01-15,6.0,2
uwe-hunemeier,Uwe Hünemeier (10503),21/22,,unknown injury,2022-05-14,2022-05-16,3.0,1
uwe-hunemeier,Uwe Hünemeier (10503),20/21,,Calf problems,2021-04-17,2021-05-10,24.0,3
uwe-hunemeier,Uwe Hünemeier (10503),20/21,,Calf problems,2021-04-01,2021-04-15,15.0,2
uwe-hunemeier,Uwe Hünemeier (10503),19/20,Bundesliga,Torn ankle ligaments,2019-10-11,2019-11-18,39.0,5
stan-berkani,Stan Berkani (1051756),23/24,Ligue 1,Foot surgery,2024-02-23,2024-04-30,68.0,8
moussa-soumano,Moussa Soumano (1053240),23/24,,Knee injury,2023-10-30,2023-11-27,29.0,4
alisson,Alisson (105470),23/24,Premier League,Hamstring injury,2024-02-16,2024-04-12,57.0,15
alisson,Alisson (105470),23/24,Premier League,Virus,2024-02-08,2024-02-12,5.0,1
alisson,Alisson (105470),23/24,Premier League,muscular problems,2023-11-26,2023-12-08,13.0,3
alisson,Alisson (105470),21/22,Premier League,Corona virus,2022-01-01,2022-01-08,8.0,1
alisson,Alisson (105470),20/21,Premier League,Ill,2021-02-01,2021-02-05,5.0,1
alisson,Alisson (105470),20/21,Premier League,Hip injury,2020-11-29,2020-12-12,14.0,3
alisson,Alisson (105470),20/21,Premier League,Shoulder injury,2020-10-03,2020-10-23,21.0,5
alisson,Alisson (105470),20/21,Premier League,Ill,2020-09-21,2020-09-27,7.0,1
alisson,Alisson (105470),19/20,Premier League,Hip injury,2020-03-01,2020-05-20,81.0,3
alisson,Alisson (105470),19/20,Premier League,Calf injury,2019-08-10,2019-10-16,68.0,15
alisson,Alisson (105470),17/18,Serie A,muscular problems,2018-05-18,2018-05-22,5.0,1
ciro-immobile,Ciro Immobile (105521),23/24,Serie A,Knee problems,2024-04-06,2024-04-22,17.0,3
ciro-immobile,Ciro Immobile (105521),23/24,Serie A,Hamstring injury,2023-12-22,2024-01-13,23.0,4
ciro-immobile,Ciro Immobile (105521),23/24,Serie A,Hamstring muscle injury,2023-10-07,2023-10-19,13.0,1
ciro-immobile,Ciro Immobile (105521),22/23,Serie A,traffic accident,2023-04-16,2023-04-21,6.0,0
ciro-immobile,Ciro Immobile (105521),22/23,Serie A,Hamstring muscle injury,2023-03-05,2023-03-18,14.0,3
ciro-immobile,Ciro Immobile (105521),22/23,Serie A,Hamstring injury,2023-01-15,2023-01-27,13.0,3
ciro-immobile,Ciro Immobile (105521),22/23,Serie A,Hamstring injury,2022-11-12,2022-11-18,7.0,2
ciro-immobile,Ciro Immobile (105521),22/23,Serie A,Hamstring muscle injury,2022-10-17,2022-11-08,23.0,5
ciro-immobile,Ciro Immobile (105521),22/23,Serie A,muscular problems,2022-09-22,2022-10-03,12.0,3
ciro-immobile,Ciro Immobile (105521),21/22,Serie A,Ankle injury,2022-05-05,2022-06-16,43.0,8
lucas-castro,Lucas Castro (105892),23/24,,Muscle injury,2024-02-11,2024-03-07,26.0,5
lucas-castro,Lucas Castro (105892),22/23,,Muscle injury,2023-04-11,2023-04-18,8.0,2
lucas-castro,Lucas Castro (105892),21/22,,unknown injury,2022-02-13,2022-02-17,5.0,1
lucas-castro,Lucas Castro (105892),21/22,,unknown injury,2021-10-28,2021-12-01,35.0,6
lucas-castro,Lucas Castro (105892),20/21,,Fitness,2021-04-21,2021-04-25,5.0,1
lucas-castro,Lucas Castro (105892),20/21,,Corona virus,2021-04-09,2021-04-21,13.0,2
lucas-castro,Lucas Castro (105892),20/21,,unknown injury,2021-01-24,2021-01-30,7.0,2
lucas-castro,Lucas Castro (105892),19/20,Serie A,Muscle fatigue,2020-07-21,2020-08-01,12.0,3
lucas-castro,Lucas Castro (105892),19/20,Serie A,muscular problems,2020-01-15,2020-01-20,6.0,1
lucas-castro,Lucas Castro (105892),19/20,Serie A,Muscle fatigue,2019-12-07,2020-01-05,30.0,3
lucas-castro,Lucas Castro (105892),18/19,Serie A,Cruciate ligament injury,2018-11-25,2019-05-10,167.0,25
lucas-castro,Lucas Castro (105892),18/19,Serie A,Thigh problems,2018-08-25,2018-08-30,6.0,1
guido-pizarro,Guido Pizarro (105899),17/18,LaLiga,Calf injury,2017-09-14,2017-09-21,8.0,2
come-bianay-balcot,Côme Bianay Balcot (1059298),23/24,Serie A,unknown injury,2024-03-13,2024-05-10,59.0,8
joel-malusa,Joel Malusà (1060935),23/24,Serie A,Knee injury,2023-11-12,2023-11-26,15.0,1
jastin-garcia,Jastin Garcia (1061665),23/24,LaLiga,Ankle surgery,2023-10-08,2024-02-20,136.0,4
stefan-nutz,Stefan Nutz (106171),22/23,Bundesliga,Cruciate ligament tear,2023-03-19,2023-12-31,288.0,31
stefan-nutz,Stefan Nutz (106171),22/23,Bundesliga,unknown injury,2022-09-17,2022-10-01,15.0,1
stefan-nutz,Stefan Nutz (106171),17/18,Bundesliga,Knock,2017-11-22,2017-12-01,10.0,2
florian-kainz,Florian Kainz (106270),22/23,Bundesliga,Ill,2023-02-23,2023-02-27,5.0,1
florian-kainz,Florian Kainz (106270),21/22,Bundesliga,Corona virus,2022-03-17,2022-03-28,12.0,2
florian-kainz,Florian Kainz (106270),20/21,Bundesliga,Knee surgery,2020-08-27,2021-03-18,204.0,36
florian-kainz,Florian Kainz (106270),19/20,Bundesliga,Heel injury,2019-10-28,2019-11-21,25.0,5
florian-kainz,Florian Kainz (106270),18/19,Bundesliga,muscular problems,2019-01-14,2019-01-17,4.0,0
jeffrey-gouweleeuw,Jeffrey Gouweleeuw (106405),23/24,Bundesliga,Ankle injury,2023-07-01,2023-09-11,73.0,4
jeffrey-gouweleeuw,Jeffrey Gouweleeuw (106405),21/22,Bundesliga,Corona virus,2021-11-29,2021-12-06,8.0,1
jeffrey-gouweleeuw,Jeffrey Gouweleeuw (106405),21/22,Bundesliga,Quarantine,2021-11-26,2021-11-28,3.0,1
jeffrey-gouweleeuw,Jeffrey Gouweleeuw (106405),21/22,Bundesliga,Adductor injury,2021-08-16,2021-09-06,22.0,2
jeffrey-gouweleeuw,Jeffrey Gouweleeuw (106405),19/20,Bundesliga,Adductor pain,2019-07-01,2019-10-13,105.0,8
jeffrey-gouweleeuw,Jeffrey Gouweleeuw (106405),18/19,Bundesliga,muscular problems,2019-04-22,2019-04-24,3.0,0
jeffrey-gouweleeuw,Jeffrey Gouweleeuw (106405),18/19,Bundesliga,Adductor pain,2019-01-24,2019-03-11,47.0,11
jeffrey-gouweleeuw,Jeffrey Gouweleeuw (106405),17/18,Bundesliga,Inner knee ligament tear,2018-01-29,2018-03-29,60.0,10
joaquin-panichelli,Joaquín Panichelli (1064871),23/24,LaLiga,Cruciate ligament tear,2023-07-14,2024-01-14,185.0,18
egor-tarakanov,Egor Tarakanov (106631),19/20,,Foot injury,2019-09-28,2019-10-22,25.0,4
egor-tarakanov,Egor Tarakanov (106631),18/19,Premier League,Foot injury,2019-05-25,2019-08-20,88.0,8
enzo-zidane,Enzo Zidane (106825),19/20,,unknown injury,2019-11-25,2019-12-25,31.0,3
abdoulaye-ba,Abdoulaye Ba (106837),22/23,,unknown injury,2022-12-17,2023-02-04,50.0,4
andreas-leitner,Andreas Leitner (106851),22/23,,unknown injury,2022-07-10,2022-10-20,103.0,6
andreas-leitner,Andreas Leitner (106851),17/18,Bundesliga,Groin problems,2018-02-09,2018-02-16,8.0,1
mario-pavelic,Mario Pavelic (106866),17/18,Bundesliga,Shoulder injury,2017-10-21,2017-11-28,39.0,6
seifedin-chabbi,Seifedin Chabbi (106862),22/23,Bundesliga,Ill,2022-08-12,2022-08-29,18.0,3
seifedin-chabbi,Seifedin Chabbi (106862),21/22,Bundesliga,Elbow injury,2022-01-15,2022-03-31,76.0,8
marvin-potzmann,Marvin Potzmann (106869),23/24,Bundesliga,Adductor tear,2024-02-17,2024-04-25,69.0,10
marvin-potzmann,Marvin Potzmann (106869),23/24,Bundesliga,Hamstring injury,2023-08-18,2023-09-16,30.0,3
marvin-potzmann,Marvin Potzmann (106869),22/23,Bundesliga,Ill,2022-10-14,2022-10-16,3.0,1
marvin-potzmann,Marvin Potzmann (106869),21/22,Bundesliga,unknown injury,2022-04-15,2022-04-22,8.0,1
marvin-potzmann,Marvin Potzmann (106869),19/20,Bundesliga,Cruciate ligament tear,2020-03-01,2020-10-16,230.0,22
marvin-potzmann,Marvin Potzmann (106869),17/18,Bundesliga,Ankle injury,2018-03-22,2018-04-22,32.0,7
kevin-stoger,Kevin Stöger (106872),23/24,Bundesliga,Ill,2024-01-19,2024-01-24,6.0,1
kevin-stoger,Kevin Stöger (106872),22/23,Bundesliga,cold,2023-05-06,2023-05-08,3.0,1
kevin-stoger,Kevin Stöger (106872),22/23,Bundesliga,Corona virus,2022-10-06,2022-10-13,8.0,1
kevin-stoger,Kevin Stöger (106872),19/20,Bundesliga,Cruciate ligament tear,2019-05-16,2020-01-02,232.0,28
kevin-stoger,Kevin Stöger (106872),18/19,Bundesliga,influenza,2019-02-25,2019-03-07,11.0,1
marcel-sabitzer,Marcel Sabitzer (106987),23/24,Bundesliga,Rest,2024-05-10,2024-05-12,3.0,1
marcel-sabitzer,Marcel Sabitzer (106987),23/24,Bundesliga,Calf problems,2023-12-07,2023-12-10,4.0,1
marcel-sabitzer,Marcel Sabitzer (106987),23/24,Bundesliga,Adductor pain,2023-09-20,2023-10-12,23.0,4
marcel-sabitzer,Marcel Sabitzer (106987),22/23,Premier League,Meniscus injury,2023-05-10,2023-06-15,37.0,5
marcel-sabitzer,Marcel Sabitzer (106987),22/23,Bundesliga,Meniscus injury,2023-05-10,2023-06-15,37.0,5
marcel-sabitzer,Marcel Sabitzer (106987),22/23,Premier League,Groin problems,2023-04-16,2023-04-19,4.0,1
marcel-sabitzer,Marcel Sabitzer (106987),22/23,Bundesliga,Groin problems,2023-04-16,2023-04-19,4.0,1
marcel-sabitzer,Marcel Sabitzer (106987),22/23,Premier League,unknown injury,2023-03-06,2023-03-14,9.0,2
marcel-sabitzer,Marcel Sabitzer (106987),22/23,Bundesliga,unknown injury,2023-03-06,2023-03-14,9.0,2
marcel-sabitzer,Marcel Sabitzer (106987),21/22,Bundesliga,muscular problems,2022-05-13,2022-05-18,6.0,1
marcel-sabitzer,Marcel Sabitzer (106987),21/22,Bundesliga,Calf injury,2021-11-20,2021-12-15,26.0,6
marcel-sabitzer,Marcel Sabitzer (106987),20/21,Bundesliga,Calf problems,2021-04-17,2021-04-22,6.0,1
marcel-sabitzer,Marcel Sabitzer (106987),20/21,Bundesliga,Torn muscle fiber,2020-09-24,2020-10-18,25.0,6
marcel-sabitzer,Marcel Sabitzer (106987),19/20,Bundesliga,Knee injury,2020-06-22,2020-06-30,9.0,1
marcel-sabitzer,Marcel Sabitzer (106987),18/19,Bundesliga,Muscle injury,2018-11-12,2018-12-01,20.0,4
stefan-savic,Stefan Savic (107010),22/23,LaLiga,Broken toe,2023-04-03,2023-05-25,53.0,9
stefan-savic,Stefan Savic (107010),22/23,LaLiga,Muscle injury,2022-08-22,2022-09-30,40.0,8
stefan-savic,Stefan Savic (107010),21/22,LaLiga,Muscle injury,2021-12-05,2022-01-21,48.0,9
stefan-savic,Stefan Savic (107010),21/22,LaLiga,Muscle injury,2021-10-22,2021-10-24,3.0,1
stefan-savic,Stefan Savic (107010),21/22,LaLiga,Muscle injury,2021-10-04,2021-10-25,22.0,4
stefan-savic,Stefan Savic (107010),19/20,LaLiga,Muscle injury,2019-11-20,2020-01-08,50.0,8
stefan-savic,Stefan Savic (107010),19/20,LaLiga,Muscle injury,2019-10-12,2019-11-12,32.0,8
stefan-savic,Stefan Savic (107010),18/19,LaLiga,Muscle injury,2019-05-05,2019-06-05,32.0,2
leart-pacarada,Leart Paçarada (107219),23/24,Bundesliga,infection,2024-06-24,2024-07-09,16.0,0
leart-pacarada,Leart Paçarada (107219),23/24,Bundesliga,Tonsillitis,2024-04-15,2024-05-13,29.0,4
leart-pacarada,Leart Paçarada (107219),23/24,Bundesliga,Fitness,2024-01-01,2024-01-31,31.0,3
leart-pacarada,Leart Paçarada (107219),23/24,Bundesliga,Muscle injury,2023-12-11,2023-12-31,21.0,2
roope-riski,Roope Riski (107577),22/23,,Knee injury,2022-06-13,2023-05-08,330.0,48
roope-riski,Roope Riski (107577),18/19,,Ill,2019-03-07,2019-03-14,8.0,2
roope-riski,Roope Riski (107577),18/19,,Knock,2018-10-22,2018-11-19,29.0,7
ruben-gabrielsen,Ruben Gabrielsen (107662),21/22,,unknown injury,2021-11-23,2021-12-31,39.0,3
frederik-ronnow,Frederik Rönnow (107775),23/24,Bundesliga,Ill,2024-02-03,2024-02-05,3.0,1
frederik-ronnow,Frederik Rönnow (107775),22/23,Bundesliga,Knock,2023-03-31,2023-04-05,6.0,2
frederik-ronnow,Frederik Rönnow (107775),22/23,Bundesliga,Hamstring injury,2022-11-04,2022-11-21,18.0,3
frederik-ronnow,Frederik Rönnow (107775),22/23,Bundesliga,Knock,2022-09-08,2022-09-15,8.0,3
frederik-ronnow,Frederik Rönnow (107775),21/22,Bundesliga,Groin problems,2022-05-09,2022-05-16,8.0,1
frederik-ronnow,Frederik Rönnow (107775),20/21,Bundesliga,minor knock,2021-05-13,2021-05-27,15.0,2
frederik-ronnow,Frederik Rönnow (107775),20/21,Bundesliga,Groin problems,2021-01-25,2021-03-04,39.0,6
frederik-ronnow,Frederik Rönnow (107775),20/21,Bundesliga,strain,2020-11-30,2020-12-10,11.0,1
frederik-ronnow,Frederik Rönnow (107775),20/21,Bundesliga,Quarantine,2020-11-09,2020-11-12,4.0,1
frederik-ronnow,Frederik Rönnow (107775),19/20,Bundesliga,Quarantine,2020-03-19,2020-04-02,15.0,0
frederik-ronnow,Frederik Rönnow (107775),19/20,Bundesliga,Tendon rupture,2019-12-16,2020-01-13,29.0,2
frederik-ronnow,Frederik Rönnow (107775),19/20,Bundesliga,infection,2019-11-21,2019-11-25,5.0,1
jordan-ayew,Jordan Ayew (108354),20/21,Premier League,Virus,2020-10-19,2020-10-29,11.0,1
jordan-ayew,Jordan Ayew (108354),18/19,Premier League,Knock,2018-08-09,2018-08-19,11.0,1
thibaut-courtois,Thibaut Courtois (108390),23/24,LaLiga,Meniscus tear,2024-04-01,2024-04-28,28.0,5
thibaut-courtois,Thibaut Courtois (108390),23/24,LaLiga,Cruciate ligament tear,2023-08-10,2024-03-31,235.0,50
thibaut-courtois,Thibaut Courtois (108390),22/23,LaLiga,Adductor pain,2023-03-26,2023-03-30,5.0,1
thibaut-courtois,Thibaut Courtois (108390),22/23,LaLiga,Hamstring injury,2023-02-06,2023-02-17,12.0,3
thibaut-courtois,Thibaut Courtois (108390),22/23,LaLiga,Sciatica problems,2022-09-29,2022-10-17,19.0,5
thibaut-courtois,Thibaut Courtois (108390),21/22,LaLiga,Inflammation of pubic bone,2022-05-30,2022-06-30,32.0,4
thibaut-courtois,Thibaut Courtois (108390),21/22,LaLiga,Corona virus,2021-12-30,2022-01-03,5.0,1
thibaut-courtois,Thibaut Courtois (108390),20/21,LaLiga,Achilles tendon problems,2020-10-05,2020-10-15,11.0,3
thibaut-courtois,Thibaut Courtois (108390),19/20,LaLiga,Muscle injury,2020-03-09,2020-03-26,18.0,0
thibaut-courtois,Thibaut Courtois (108390),19/20,LaLiga,stomach problems,2019-10-03,2019-10-07,5.0,1
thibaut-courtois,Thibaut Courtois (108390),19/20,LaLiga,Bone sprain,2019-07-29,2019-08-05,8.0,0
christian-gartner,Christian Gartner (108391),23/24,,Cruciate ligament tear,2023-10-20,2024-08-19,305.0,24
christian-gartner,Christian Gartner (108391),20/21,Bundesliga,Ill,2021-04-02,2021-04-04,3.0,1
christian-gartner,Christian Gartner (108391),19/20,,Cruciate ligament tear,2019-07-12,2020-06-30,355.0,0
christian-gartner,Christian Gartner (108391),18/19,,Fitness,2019-04-01,2019-07-11,102.0,8
christian-gartner,Christian Gartner (108391),18/19,,Cruciate ligament tear,2018-08-27,2019-03-31,217.0,25
christian-gartner,Christian Gartner (108391),17/18,,Stomach flu,2018-02-01,2018-02-16,16.0,2
marco-stark,Marco Stark (108418),22/23,,Hamstring injury,2022-09-24,2022-10-04,11.0,1
marco-stark,Marco Stark (108418),21/22,,influenza,2022-05-02,2022-05-07,6.0,1
marco-stark,Marco Stark (108418),21/22,,cold,2021-11-19,2021-11-23,5.0,1
marco-stark,Marco Stark (108418),21/22,,Inner ligament stretch of the knee,2021-09-18,2021-09-22,5.0,1
marco-stark,Marco Stark (108418),20/21,,Ankle injury,2021-05-08,2021-05-31,24.0,4
marco-stark,Marco Stark (108418),19/20,,muscle stiffness,2020-06-11,2020-06-23,13.0,2
marco-stark,Marco Stark (108418),19/20,,Bruised ribs,2019-09-21,2019-10-03,13.0,2
marco-stark,Marco Stark (108418),18/19,,Ligament stretching,2018-11-08,2018-11-14,7.0,1
marco-stark,Marco Stark (108418),18/19,,inflamed wound,2018-09-10,2018-09-17,8.0,1
marco-stark,Marco Stark (108418),17/18,Bundesliga,Hamstring strain,2017-10-10,2017-10-19,10.0,1
emmanuel-badu,Emmanuel Badu (108484),19/20,Serie A,Crack bruise,2020-02-01,2020-02-12,12.0,3
emmanuel-badu,Emmanuel Badu (108484),19/20,Serie A,Blood clots in the lungs,2019-08-14,2019-12-16,125.0,17
emmanuel-badu,Emmanuel Badu (108484),18/19,Serie A,Arthroscopy,2018-07-18,2019-03-28,254.0,28
emmanuel-badu,Emmanuel Badu (108484),17/18,,Inner ligament injury,2018-05-06,2018-05-19,14.0,3
emmanuel-badu,Emmanuel Badu (108484),17/18,,Knee medial ligament tear,2018-02-17,2018-04-16,59.0,8
emmanuel-badu,Emmanuel Badu (108484),17/18,,unknown injury,2018-01-23,2018-01-29,7.0,1
emmanuel-badu,Emmanuel Badu (108484),17/18,,unknown injury,2017-12-16,2017-12-27,12.0,3
emmanuel-badu,Emmanuel Badu (108484),17/18,,unknown injury,2017-10-11,2017-10-27,17.0,3
jonas-hector,Jonas Hector (108537),22/23,Bundesliga,open wound,2022-10-24,2022-11-07,15.0,4
jonas-hector,Jonas Hector (108537),21/22,Bundesliga,Corona virus,2022-03-17,2022-03-28,12.0,1
jonas-hector,Jonas Hector (108537),21/22,Bundesliga,Ill,2021-10-11,2021-10-18,8.0,1
jonas-hector,Jonas Hector (108537),20/21,Bundesliga,Thigh problems,2021-02-04,2021-03-01,26.0,4
jonas-hector,Jonas Hector (108537),20/21,Bundesliga,Neck injury,2020-09-28,2020-12-14,78.0,9
jonas-hector,Jonas Hector (108537),19/20,Bundesliga,Coccyx bruise,2020-06-18,2020-06-22,5.0,1
jonas-hector,Jonas Hector (108537),19/20,Bundesliga,muscular problems,2019-10-07,2019-10-14,8.0,0
jonas-hector,Jonas Hector (108537),18/19,,Adductor pain,2018-11-22,2018-12-31,40.0,5
jonas-hector,Jonas Hector (108537),18/19,,Ankle injury,2018-11-15,2018-11-19,5.0,1
jonas-hector,Jonas Hector (108537),17/18,Bundesliga,influenza,2018-06-14,2018-06-18,5.0,1
jonas-hector,Jonas Hector (108537),17/18,Bundesliga,Knock,2018-03-05,2018-03-08,4.0,0
jonas-hector,Jonas Hector (108537),17/18,Bundesliga,Fitness,2018-01-04,2018-01-11,8.0,0
jonas-hector,Jonas Hector (108537),17/18,Bundesliga,Syndesmotic ligament tear,2017-09-14,2018-01-04,113.0,26
yuya-osako,Yuya Osako (108650),21/22,,Groin injury,2021-10-13,2021-10-25,13.0,2
yuya-osako,Yuya Osako (108650),21/22,,Adductor pain,2021-08-02,2021-08-08,7.0,1
yuya-osako,Yuya Osako (108650),20/21,Bundesliga,Adductor pain,2021-06-09,2021-06-16,8.0,2
yuya-osako,Yuya Osako (108650),19/20,Bundesliga,Fitness,2019-10-22,2019-10-28,7.0,1
yuya-osako,Yuya Osako (108650),19/20,Bundesliga,Hamstring injury,2019-09-18,2019-10-21,34.0,6
